FIPS,Qualifying Name,File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,State (FIPS Code),County of current residence,Census Tract,Geographic Identifier,Area Name,Tribal Tract,Population 25 Years and Over,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Diploma,Population 25 Years and Over: Bachelor's Degree or Better,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Diploma,% Population 25 Years and Over: Bachelor's Degree or Better
15003003605,"Census Tract 36.05, Honolulu County, Hawaii",ACSSF,hi,140,0,423,15,3,3605,14000US15003003605,Census Tract 36.05,,692,60,468,164,8.67,67.63,23.7
15003003606,"Census Tract 36.06, Honolulu County, Hawaii",ACSSF,hi,140,0,424,15,3,3606,14000US15003003606,Census Tract 36.06,,2342,188,1282,872,8.03,54.74,37.23
15003003701,"Census Tract 37.01, Honolulu County, Hawaii",ACSSF,hi,140,0,425,15,3,3701,14000US15003003701,Census Tract 37.01,,1819,90,1113,616,4.95,61.19,33.86
15003003702,"Census Tract 37.02, Honolulu County, Hawaii",ACSSF,hi,140,0,426,15,3,3702,14000US15003003702,Census Tract 37.02,,2559,109,1093,1357,4.26,42.71,53.03
15003003703,"Census Tract 37.03, Honolulu County, Hawaii",ACSSF,hi,140,0,427,15,3,3703,14000US15003003703,Census Tract 37.03,,2352,48,624,1680,2.04,26.53,71.43
15003003801,"Census Tract 38.01, Honolulu County, Hawaii",ACSSF,hi,140,0,428,15,3,3801,14000US15003003801,Census Tract 38.01,,3392,436,1490,1466,12.85,43.93,43.22
15003003802,"Census Tract 38.02, Honolulu County, Hawaii",ACSSF,hi,140,0,429,15,3,3802,14000US15003003802,Census Tract 38.02,,3987,57,1491,2439,1.43,37.4,61.17
15003003900,"Census Tract 39, Honolulu County, Hawaii",ACSSF,hi,140,0,430,15,3,3900,14000US15003003900,Census Tract 39,,251,24,160,67,9.56,63.75,26.69
15003004000,"Census Tract 40, Honolulu County, Hawaii",ACSSF,hi,140,0,431,15,3,4000,14000US15003004000,Census Tract 40,,1158,18,569,571,1.55,49.14,49.31
15003004101,"Census Tract 41.01, Honolulu County, Hawaii",ACSSF,hi,140,0,432,15,3,4101,14000US15003004101,Census Tract 41.01,,1214,36,747,431,2.97,61.53,35.5
15003004102,"Census Tract 41.02, Honolulu County, Hawaii",ACSSF,hi,140,0,433,15,3,4102,14000US15003004102,Census Tract 41.02,,1981,116,1021,844,5.86,51.54,42.6
15003004201,"Census Tract 42.01, Honolulu County, Hawaii",ACSSF,hi,140,0,434,15,3,4201,14000US15003004201,Census Tract 42.01,,1266,27,594,645,2.13,46.92,50.95
15003004202,"Census Tract 42.02, Honolulu County, Hawaii",ACSSF,hi,140,0,435,15,3,4202,14000US15003004202,Census Tract 42.02,,1436,48,552,836,3.34,38.44,58.22
15003004301,"Census Tract 43.01, Honolulu County, Hawaii",ACSSF,hi,140,0,436,15,3,4301,14000US15003004301,Census Tract 43.01,,1656,2,952,702,0.12,57.49,42.39
15003004302,"Census Tract 43.02, Honolulu County, Hawaii",ACSSF,hi,140,0,437,15,3,4302,14000US15003004302,Census Tract 43.02,,1854,88,1156,610,4.75,62.35,32.9
15003004401,"Census Tract 44.01, Honolulu County, Hawaii",ACSSF,hi,140,0,438,15,3,4401,14000US15003004401,Census Tract 44.01,,1724,172,939,613,9.98,54.47,35.56
15003004402,"Census Tract 44.02, Honolulu County, Hawaii",ACSSF,hi,140,0,439,15,3,4402,14000US15003004402,Census Tract 44.02,,2091,77,1218,796,3.68,58.25,38.07
15003004500,"Census Tract 45, Honolulu County, Hawaii",ACSSF,hi,140,0,440,15,3,4500,14000US15003004500,Census Tract 45,,3747,144,1741,1862,3.84,46.46,49.69
15003004600,"Census Tract 46, Honolulu County, Hawaii",ACSSF,hi,140,0,441,15,3,4600,14000US15003004600,Census Tract 46,,2969,74,1452,1443,2.49,48.91,48.6
15003004701,"Census Tract 47.01, Honolulu County, Hawaii",ACSSF,hi,140,0,442,15,3,4701,14000US15003004701,Census Tract 47.01,,1819,90,867,862,4.95,47.66,47.39
15003004702,"Census Tract 47.02, Honolulu County, Hawaii",ACSSF,hi,140,0,443,15,3,4702,14000US15003004702,Census Tract 47.02,,1946,203,966,777,10.43,49.64,39.93
15003004801,"Census Tract 48.01, Honolulu County, Hawaii",ACSSF,hi,140,0,444,15,3,4801,14000US15003004801,Census Tract 48.01,,2409,236,1290,883,9.8,53.55,36.65
15003004802,"Census Tract 48.02, Honolulu County, Hawaii",ACSSF,hi,140,0,445,15,3,4802,14000US15003004802,Census Tract 48.02,,2525,369,1589,567,14.61,62.93,22.46
15003004900,"Census Tract 49, Honolulu County, Hawaii",ACSSF,hi,140,0,446,15,3,4900,14000US15003004900,Census Tract 49,,2729,348,1614,767,12.75,59.14,28.11
15003005000,"Census Tract 50, Honolulu County, Hawaii",ACSSF,hi,140,0,447,15,3,5000,14000US15003005000,Census Tract 50,,3227,417,1836,974,12.92,56.89,30.18
15003005100,"Census Tract 51, Honolulu County, Hawaii",ACSSF,hi,140,0,448,15,3,5100,14000US15003005100,Census Tract 51,,2425,601,967,857,24.78,39.88,35.34
15003005200,"Census Tract 52, Honolulu County, Hawaii",ACSSF,hi,140,0,449,15,3,5200,14000US15003005200,Census Tract 52,,2112,632,1149,331,29.92,54.4,15.67
15003005300,"Census Tract 53, Honolulu County, Hawaii",ACSSF,hi,140,0,450,15,3,5300,14000US15003005300,Census Tract 53,,2776,779,1546,451,28.06,55.69,16.25
15003005400,"Census Tract 54, Honolulu County, Hawaii",ACSSF,hi,140,0,451,15,3,5400,14000US15003005400,Census Tract 54,,812,259,520,33,31.9,64.04,4.06
15003005500,"Census Tract 55, Honolulu County, Hawaii",ACSSF,hi,140,0,452,15,3,5500,14000US15003005500,Census Tract 55,,1511,522,825,164,34.55,54.6,10.85
15003005601,"Census Tract 56.01, Honolulu County, Hawaii",ACSSF,hi,140,0,453,15,3,5601,14000US15003005601,Census Tract 56.01,,1720,478,980,262,27.79,56.98,15.23
15003005602,"Census Tract 56.02, Honolulu County, Hawaii",ACSSF,hi,140,0,454,15,3,5602,14000US15003005602,Census Tract 56.02,,2827,563,1694,570,19.92,59.92,20.16
15003005700,"Census Tract 57, Honolulu County, Hawaii",ACSSF,hi,140,0,455,15,3,5700,14000US15003005700,Census Tract 57,,2185,422,1400,363,19.31,64.07,16.61
15003005800,"Census Tract 58, Honolulu County, Hawaii",ACSSF,hi,140,0,456,15,3,5800,14000US15003005800,Census Tract 58,,2194,799,1209,186,36.42,55.1,8.48
15003005900,"Census Tract 59, Honolulu County, Hawaii",ACSSF,hi,140,0,457,15,3,5900,14000US15003005900,Census Tract 59,,2769,557,1959,253,20.12,70.75,9.14
15003006000,"Census Tract 60, Honolulu County, Hawaii",ACSSF,hi,140,0,458,15,3,6000,14000US15003006000,Census Tract 60,,3956,1163,2134,659,29.4,53.94,16.66
15003006100,"Census Tract 61, Honolulu County, Hawaii",ACSSF,hi,140,0,459,15,3,6100,14000US15003006100,Census Tract 61,,2990,645,1760,585,21.57,58.86,19.57
15003006202,"Census Tract 62.02, Honolulu County, Hawaii",ACSSF,hi,140,0,460,15,3,6202,14000US15003006202,Census Tract 62.02,,1189,333,771,85,28.01,64.84,7.15
15003006203,"Census Tract 62.03, Honolulu County, Hawaii",ACSSF,hi,140,0,461,15,3,6203,14000US15003006203,Census Tract 62.03,,3326,559,2486,281,16.81,74.74,8.45
15003006301,"Census Tract 63.01, Honolulu County, Hawaii",ACSSF,hi,140,0,462,15,3,6301,14000US15003006301,Census Tract 63.01,,2839,731,1734,374,25.75,61.08,13.17
15003006302,"Census Tract 63.02, Honolulu County, Hawaii",ACSSF,hi,140,0,463,15,3,6302,14000US15003006302,Census Tract 63.02,,1577,387,986,204,24.54,62.52,12.94
15003006401,"Census Tract 64.01, Honolulu County, Hawaii",ACSSF,hi,140,0,464,15,3,6401,14000US15003006401,Census Tract 64.01,,1471,372,876,223,25.29,59.55,15.16
15003006402,"Census Tract 64.02, Honolulu County, Hawaii",ACSSF,hi,140,0,465,15,3,6402,14000US15003006402,Census Tract 64.02,,5082,868,3059,1155,17.08,60.19,22.73
15003006500,"Census Tract 65, Honolulu County, Hawaii",ACSSF,hi,140,0,466,15,3,6500,14000US15003006500,Census Tract 65,,3736,577,2448,711,15.44,65.52,19.03
15003006703,"Census Tract 67.03, Honolulu County, Hawaii",ACSSF,hi,140,0,467,15,3,6703,14000US15003006703,Census Tract 67.03,,964,52,468,444,5.39,48.55,46.06
15003006704,"Census Tract 67.04, Honolulu County, Hawaii",ACSSF,hi,140,0,468,15,3,6704,14000US15003006704,Census Tract 67.04,,4784,202,2771,1811,4.22,57.92,37.86
15003006806,"Census Tract 68.06, Honolulu County, Hawaii",ACSSF,hi,140,0,469,15,3,6806,14000US15003006806,Census Tract 68.06,,1403,82,658,663,5.84,46.9,47.26
15003006810,"Census Tract 68.10, Honolulu County, Hawaii",ACSSF,hi,140,0,470,15,3,6810,14000US15003006810,Census Tract 68.10,,1898,11,1326,561,0.58,69.86,29.56
15003006811,"Census Tract 68.11, Honolulu County, Hawaii",ACSSF,hi,140,0,471,15,3,6811,14000US15003006811,Census Tract 68.11,,875,0,410,465,0,46.86,53.14
15003006812,"Census Tract 68.12, Honolulu County, Hawaii",ACSSF,hi,140,0,472,15,3,6812,14000US15003006812,Census Tract 68.12,,1126,107,629,390,9.5,55.86,34.64
15003006813,"Census Tract 68.13, Honolulu County, Hawaii",ACSSF,hi,140,0,473,15,3,6813,14000US15003006813,Census Tract 68.13,,4090,275,1806,2009,6.72,44.16,49.12
15003006814,"Census Tract 68.14, Honolulu County, Hawaii",ACSSF,hi,140,0,474,15,3,6814,14000US15003006814,Census Tract 68.14,,1964,368,1143,453,18.74,58.2,23.07
15003006815,"Census Tract 68.15, Honolulu County, Hawaii",ACSSF,hi,140,0,475,15,3,6815,14000US15003006815,Census Tract 68.15,,2064,318,1225,521,15.41,59.35,25.24
15003006816,"Census Tract 68.16, Honolulu County, Hawaii",ACSSF,hi,140,0,476,15,3,6816,14000US15003006816,Census Tract 68.16,,1397,103,885,409,7.37,63.35,29.28
15003006817,"Census Tract 68.17, Honolulu County, Hawaii",ACSSF,hi,140,0,477,15,3,6817,14000US15003006817,Census Tract 68.17,,3349,549,2057,743,16.39,61.42,22.19
15003006818,"Census Tract 68.18, Honolulu County, Hawaii",ACSSF,hi,140,0,478,15,3,6818,14000US15003006818,Census Tract 68.18,,1329,181,577,571,13.62,43.42,42.96
15003006819,"Census Tract 68.19, Honolulu County, Hawaii",ACSSF,hi,140,0,479,15,3,6819,14000US15003006819,Census Tract 68.19,,2258,380,1340,538,16.83,59.34,23.83
15003006900,"Census Tract 69, Honolulu County, Hawaii",ACSSF,hi,140,0,480,15,3,6900,14000US15003006900,Census Tract 69,,2059,40,1291,728,1.94,62.7,35.36
15003007001,"Census Tract 70.01, Honolulu County, Hawaii",ACSSF,hi,140,0,481,15,3,7001,14000US15003007001,Census Tract 70.01,,1181,27,687,467,2.29,58.17,39.54
15003007002,"Census Tract 70.02, Honolulu County, Hawaii",ACSSF,hi,140,0,482,15,3,7002,14000US15003007002,Census Tract 70.02,,1434,23,1026,385,1.6,71.55,26.85
15003007100,"Census Tract 71, Honolulu County, Hawaii",ACSSF,hi,140,0,483,15,3,7100,14000US15003007100,Census Tract 71,,2166,9,1260,897,0.42,58.17,41.41
15003007302,"Census Tract 73.02, Honolulu County, Hawaii",ACSSF,hi,140,0,484,15,3,7302,14000US15003007302,Census Tract 73.02,,2968,60,1226,1682,2.02,41.31,56.67
15003007400,"Census Tract 74, Honolulu County, Hawaii",ACSSF,hi,140,0,485,15,3,7400,14000US15003007400,Census Tract 74,,2492,10,1560,922,0.4,62.6,37
15003007504,"Census Tract 75.04, Honolulu County, Hawaii",ACSSF,hi,140,0,486,15,3,7504,14000US15003007504,Census Tract 75.04,,2045,220,1596,229,10.76,78.04,11.2
15003007507,"Census Tract 75.07, Honolulu County, Hawaii",ACSSF,hi,140,0,487,15,3,7507,14000US15003007507,Census Tract 75.07,,4788,378,2804,1606,7.89,58.56,33.54
15003007508,"Census Tract 75.08, Honolulu County, Hawaii",ACSSF,hi,140,0,488,15,3,7508,14000US15003007508,Census Tract 75.08,,5168,323,3032,1813,6.25,58.67,35.08
15003007701,"Census Tract 77.01, Honolulu County, Hawaii",ACSSF,hi,140,0,489,15,3,7701,14000US15003007701,Census Tract 77.01,,2659,161,1592,906,6.05,59.87,34.07
15003007702,"Census Tract 77.02, Honolulu County, Hawaii",ACSSF,hi,140,0,490,15,3,7702,14000US15003007702,Census Tract 77.02,,4010,103,2395,1512,2.57,59.73,37.71
15003007804,"Census Tract 78.04, Honolulu County, Hawaii",ACSSF,hi,140,0,491,15,3,7804,14000US15003007804,Census Tract 78.04,,1641,68,990,583,4.14,60.33,35.53
15003007807,"Census Tract 78.07, Honolulu County, Hawaii",ACSSF,hi,140,0,492,15,3,7807,14000US15003007807,Census Tract 78.07,,4161,297,2619,1245,7.14,62.94,29.92
15003007808,"Census Tract 78.08, Honolulu County, Hawaii",ACSSF,hi,140,0,493,15,3,7808,14000US15003007808,Census Tract 78.08,,2615,158,1951,506,6.04,74.61,19.35
15003007809,"Census Tract 78.09, Honolulu County, Hawaii",ACSSF,hi,140,0,494,15,3,7809,14000US15003007809,Census Tract 78.09,,2897,42,998,1857,1.45,34.45,64.1
15003007812,"Census Tract 78.12, Honolulu County, Hawaii",ACSSF,hi,140,0,495,15,3,7812,14000US15003007812,Census Tract 78.12,,1735,75,1216,444,4.32,70.09,25.59
15003007813,"Census Tract 78.13, Honolulu County, Hawaii",ACSSF,hi,140,0,496,15,3,7813,14000US15003007813,Census Tract 78.13,,2234,25,1365,844,1.12,61.1,37.78
15003007814,"Census Tract 78.14, Honolulu County, Hawaii",ACSSF,hi,140,0,497,15,3,7814,14000US15003007814,Census Tract 78.14,,2934,57,1212,1665,1.94,41.31,56.75
15003007815,"Census Tract 78.15, Honolulu County, Hawaii",ACSSF,hi,140,0,498,15,3,7815,14000US15003007815,Census Tract 78.15,,1613,53,937,623,3.29,58.09,38.62
15003007816,"Census Tract 78.16, Honolulu County, Hawaii",ACSSF,hi,140,0,499,15,3,7816,14000US15003007816,Census Tract 78.16,,2461,88,1425,948,3.58,57.9,38.52
15003007817,"Census Tract 78.17, Honolulu County, Hawaii",ACSSF,hi,140,0,500,15,3,7817,14000US15003007817,Census Tract 78.17,,1159,86,469,604,7.42,40.47,52.11
15003008001,"Census Tract 80.01, Honolulu County, Hawaii",ACSSF,hi,140,0,501,15,3,8001,14000US15003008001,Census Tract 80.01,,1989,342,1363,284,17.19,68.53,14.28
15003008002,"Census Tract 80.02, Honolulu County, Hawaii",ACSSF,hi,140,0,502,15,3,8002,14000US15003008002,Census Tract 80.02,,2225,175,1427,623,7.87,64.13,28
15003008005,"Census Tract 80.05, Honolulu County, Hawaii",ACSSF,hi,140,0,503,15,3,8005,14000US15003008005,Census Tract 80.05,,4809,117,2913,1779,2.43,60.57,36.99
15003008008,"Census Tract 80.08, Honolulu County, Hawaii",ACSSF,hi,140,0,504,15,3,8008,14000US15003008008,Census Tract 80.08,,912,37,671,204,4.06,73.57,22.37
15003008009,"Census Tract 80.09, Honolulu County, Hawaii",ACSSF,hi,140,0,505,15,3,8009,14000US15003008009,Census Tract 80.09,,2132,201,1149,782,9.43,53.89,36.68
15003008010,"Census Tract 80.10, Honolulu County, Hawaii",ACSSF,hi,140,0,506,15,3,8010,14000US15003008010,Census Tract 80.10,,1733,104,1262,367,6,72.82,21.18
15003008011,"Census Tract 80.11, Honolulu County, Hawaii",ACSSF,hi,140,0,507,15,3,8011,14000US15003008011,Census Tract 80.11,,1999,213,1156,630,10.66,57.83,31.52
15003008012,"Census Tract 80.12, Honolulu County, Hawaii",ACSSF,hi,140,0,508,15,3,8012,14000US15003008012,Census Tract 80.12,,2332,123,1586,623,5.27,68.01,26.72
15003008013,"Census Tract 80.13, Honolulu County, Hawaii",ACSSF,hi,140,0,509,15,3,8013,14000US15003008013,Census Tract 80.13,,1546,32,881,633,2.07,56.99,40.94
15003008301,"Census Tract 83.01, Honolulu County, Hawaii",ACSSF,hi,140,0,510,15,3,8301,14000US15003008301,Census Tract 83.01,,3007,94,1732,1181,3.13,57.6,39.28
15003008302,"Census Tract 83.02, Honolulu County, Hawaii",ACSSF,hi,140,0,511,15,3,8302,14000US15003008302,Census Tract 83.02,,4653,651,3115,887,13.99,66.95,19.06
15003008405,"Census Tract 84.05, Honolulu County, Hawaii",ACSSF,hi,140,0,512,15,3,8405,14000US15003008405,Census Tract 84.05,,3981,345,2563,1073,8.67,64.38,26.95
15003008407,"Census Tract 84.07, Honolulu County, Hawaii",ACSSF,hi,140,0,513,15,3,8407,14000US15003008407,Census Tract 84.07,,2722,132,1847,743,4.85,67.85,27.3
15003008408,"Census Tract 84.08, Honolulu County, Hawaii",ACSSF,hi,140,0,514,15,3,8408,14000US15003008408,Census Tract 84.08,,6197,171,2908,3118,2.76,46.93,50.31
15003008410,"Census Tract 84.10, Honolulu County, Hawaii",ACSSF,hi,140,0,515,15,3,8410,14000US15003008410,Census Tract 84.10,,4025,356,2273,1396,8.84,56.47,34.68
15003008411,"Census Tract 84.11, Honolulu County, Hawaii",ACSSF,hi,140,0,516,15,3,8411,14000US15003008411,Census Tract 84.11,,2575,174,1632,769,6.76,63.38,29.86
15003008413,"Census Tract 84.13, Honolulu County, Hawaii",ACSSF,hi,140,0,517,15,3,8413,14000US15003008413,Census Tract 84.13,,2008,390,1349,269,19.42,67.18,13.4
15003008414,"Census Tract 84.14, Honolulu County, Hawaii",ACSSF,hi,140,0,518,15,3,8414,14000US15003008414,Census Tract 84.14,,1488,80,906,502,5.38,60.89,33.74
15003008415,"Census Tract 84.15, Honolulu County, Hawaii",ACSSF,hi,140,0,519,15,3,8415,14000US15003008415,Census Tract 84.15,,2681,93,1860,728,3.47,69.38,27.15
15003008416,"Census Tract 84.16, Honolulu County, Hawaii",ACSSF,hi,140,0,520,15,3,8416,14000US15003008416,Census Tract 84.16,,2403,40,1959,404,1.66,81.52,16.81
15003008417,"Census Tract 84.17, Honolulu County, Hawaii",ACSSF,hi,140,0,521,15,3,8417,14000US15003008417,Census Tract 84.17,,3109,143,1958,1008,4.6,62.98,32.42
15003008418,"Census Tract 84.18, Honolulu County, Hawaii",ACSSF,hi,140,0,522,15,3,8418,14000US15003008418,Census Tract 84.18,,3822,278,2512,1032,7.27,65.72,27
15003008502,"Census Tract 85.02, Honolulu County, Hawaii",ACSSF,hi,140,0,523,15,3,8502,14000US15003008502,Census Tract 85.02,,1844,70,1337,437,3.8,72.51,23.7
15003008609,"Census Tract 86.09, Honolulu County, Hawaii",ACSSF,hi,140,0,524,15,3,8609,14000US15003008609,Census Tract 86.09,,1528,92,1075,361,6.02,70.35,23.63
15003008610,"Census Tract 86.10, Honolulu County, Hawaii",ACSSF,hi,140,0,525,15,3,8610,14000US15003008610,Census Tract 86.10,,797,63,280,454,7.9,35.13,56.96
15003008611,"Census Tract 86.11, Honolulu County, Hawaii",ACSSF,hi,140,0,526,15,3,8611,14000US15003008611,Census Tract 86.11,,11,0,11,0,0,100,0
15003008623,"Census Tract 86.23, Honolulu County, Hawaii",ACSSF,hi,140,0,527,15,3,8623,14000US15003008623,Census Tract 86.23,,3482,122,2251,1109,3.5,64.65,31.85
15003008624,"Census Tract 86.24, Honolulu County, Hawaii",ACSSF,hi,140,0,528,15,3,8624,14000US15003008624,Census Tract 86.24,,2180,128,1414,638,5.87,64.86,29.27
15003008625,"Census Tract 86.25, Honolulu County, Hawaii",ACSSF,hi,140,0,529,15,3,8625,14000US15003008625,Census Tract 86.25,,2262,560,1391,311,24.76,61.49,13.75
15003008626,"Census Tract 86.26, Honolulu County, Hawaii",ACSSF,hi,140,0,530,15,3,8626,14000US15003008626,Census Tract 86.26,,1928,228,1265,435,11.83,65.61,22.56
15003008627,"Census Tract 86.27, Honolulu County, Hawaii",ACSSF,hi,140,0,531,15,3,8627,14000US15003008627,Census Tract 86.27,,4246,221,2410,1615,5.2,56.76,38.04
15003008628,"Census Tract 86.28, Honolulu County, Hawaii",ACSSF,hi,140,0,532,15,3,8628,14000US15003008628,Census Tract 86.28,,2568,245,1536,787,9.54,59.81,30.65
15003008629,"Census Tract 86.29, Honolulu County, Hawaii",ACSSF,hi,140,0,533,15,3,8629,14000US15003008629,Census Tract 86.29,,1290,126,995,169,9.77,77.13,13.1
15003008630,"Census Tract 86.30, Honolulu County, Hawaii",ACSSF,hi,140,0,534,15,3,8630,14000US15003008630,Census Tract 86.30,,2148,165,1433,550,7.68,66.71,25.61
15003008631,"Census Tract 86.31, Honolulu County, Hawaii",ACSSF,hi,140,0,535,15,3,8631,14000US15003008631,Census Tract 86.31,,2329,54,1356,919,2.32,58.22,39.46
15003008632,"Census Tract 86.32, Honolulu County, Hawaii",ACSSF,hi,140,0,536,15,3,8632,14000US15003008632,Census Tract 86.32,,3526,147,2440,939,4.17,69.2,26.63
15003008633,"Census Tract 86.33, Honolulu County, Hawaii",ACSSF,hi,140,0,537,15,3,8633,14000US15003008633,Census Tract 86.33,,2108,93,1360,655,4.41,64.52,31.07
15003008634,"Census Tract 86.34, Honolulu County, Hawaii",ACSSF,hi,140,0,538,15,3,8634,14000US15003008634,Census Tract 86.34,,2071,56,1336,679,2.7,64.51,32.79
15003008702,"Census Tract 87.02, Honolulu County, Hawaii",ACSSF,hi,140,0,539,15,3,8702,14000US15003008702,Census Tract 87.02,,3576,670,2251,655,18.74,62.95,18.32
15003008704,"Census Tract 87.04, Honolulu County, Hawaii",ACSSF,hi,140,0,540,15,3,8704,14000US15003008704,Census Tract 87.04,,1680,148,1286,246,8.81,76.55,14.64
15003008705,"Census Tract 87.05, Honolulu County, Hawaii",ACSSF,hi,140,0,541,15,3,8705,14000US15003008705,Census Tract 87.05,,1778,210,1385,183,11.81,77.9,10.29
15003008706,"Census Tract 87.06, Honolulu County, Hawaii",ACSSF,hi,140,0,542,15,3,8706,14000US15003008706,Census Tract 87.06,,2509,278,1519,712,11.08,60.54,28.38
15003008707,"Census Tract 87.07, Honolulu County, Hawaii",ACSSF,hi,140,0,543,15,3,8707,14000US15003008707,Census Tract 87.07,,4431,455,3246,730,10.27,73.26,16.47
15003008801,"Census Tract 88.01, Honolulu County, Hawaii",ACSSF,hi,140,0,544,15,3,8801,14000US15003008801,Census Tract 88.01,,2791,555,1468,768,19.89,52.6,27.52
15003008802,"Census Tract 88.02, Honolulu County, Hawaii",ACSSF,hi,140,0,545,15,3,8802,14000US15003008802,Census Tract 88.02,,3679,557,2363,759,15.14,64.23,20.63
15003008906,"Census Tract 89.06, Honolulu County, Hawaii",ACSSF,hi,140,0,546,15,3,8906,14000US15003008906,Census Tract 89.06,,2811,73,1596,1142,2.6,56.78,40.63
15003008909,"Census Tract 89.09, Honolulu County, Hawaii",ACSSF,hi,140,0,547,15,3,8909,14000US15003008909,Census Tract 89.09,,3218,110,1895,1213,3.42,58.89,37.69
15003008912,"Census Tract 89.12, Honolulu County, Hawaii",ACSSF,hi,140,0,548,15,3,8912,14000US15003008912,Census Tract 89.12,,2290,297,1494,499,12.97,65.24,21.79
15003008913,"Census Tract 89.13, Honolulu County, Hawaii",ACSSF,hi,140,0,549,15,3,8913,14000US15003008913,Census Tract 89.13,,3208,407,2220,581,12.69,69.2,18.11
15003008917,"Census Tract 89.17, Honolulu County, Hawaii",ACSSF,hi,140,0,550,15,3,8917,14000US15003008917,Census Tract 89.17,,3640,198,1851,1591,5.44,50.85,43.71
15003008918,"Census Tract 89.18, Honolulu County, Hawaii",ACSSF,hi,140,0,551,15,3,8918,14000US15003008918,Census Tract 89.18,,3867,243,2109,1515,6.28,54.54,39.18
15003008921,"Census Tract 89.21, Honolulu County, Hawaii",ACSSF,hi,140,0,552,15,3,8921,14000US15003008921,Census Tract 89.21,,1969,155,1365,449,7.87,69.32,22.8
15003008926,"Census Tract 89.26, Honolulu County, Hawaii",ACSSF,hi,140,0,553,15,3,8926,14000US15003008926,Census Tract 89.26,,1294,0,716,578,0,55.33,44.67
15003008928,"Census Tract 89.28, Honolulu County, Hawaii",ACSSF,hi,140,0,554,15,3,8928,14000US15003008928,Census Tract 89.28,,2354,111,1098,1145,4.72,46.64,48.64
15003008929,"Census Tract 89.29, Honolulu County, Hawaii",ACSSF,hi,140,0,555,15,3,8929,14000US15003008929,Census Tract 89.29,,3944,163,2163,1618,4.13,54.84,41.02
15003008930,"Census Tract 89.30, Honolulu County, Hawaii",ACSSF,hi,140,0,556,15,3,8930,14000US15003008930,Census Tract 89.30,,1693,50,632,1011,2.95,37.33,59.72
15003008931,"Census Tract 89.31, Honolulu County, Hawaii",ACSSF,hi,140,0,557,15,3,8931,14000US15003008931,Census Tract 89.31,,2268,73,1156,1039,3.22,50.97,45.81
15003008932,"Census Tract 89.32, Honolulu County, Hawaii",ACSSF,hi,140,0,558,15,3,8932,14000US15003008932,Census Tract 89.32,,1632,66,819,747,4.04,50.18,45.77
15003008933,"Census Tract 89.33, Honolulu County, Hawaii",ACSSF,hi,140,0,559,15,3,8933,14000US15003008933,Census Tract 89.33,,2764,129,1497,1138,4.67,54.16,41.17
15003008934,"Census Tract 89.34, Honolulu County, Hawaii",ACSSF,hi,140,0,560,15,3,8934,14000US15003008934,Census Tract 89.34,,2611,161,1710,740,6.17,65.49,28.34
15003008935,"Census Tract 89.35, Honolulu County, Hawaii",ACSSF,hi,140,0,561,15,3,8935,14000US15003008935,Census Tract 89.35,,2611,203,1585,823,7.77,60.7,31.52
15003008936,"Census Tract 89.36, Honolulu County, Hawaii",ACSSF,hi,140,0,562,15,3,8936,14000US15003008936,Census Tract 89.36,,2081,271,1278,532,13.02,61.41,25.56
15003008937,"Census Tract 89.37, Honolulu County, Hawaii",ACSSF,hi,140,0,563,15,3,8937,14000US15003008937,Census Tract 89.37,,1636,233,1138,265,14.24,69.56,16.2
15003008938,"Census Tract 89.38, Honolulu County, Hawaii",ACSSF,hi,140,0,564,15,3,8938,14000US15003008938,Census Tract 89.38,,2418,309,1787,322,12.78,73.9,13.32
15003008939,"Census Tract 89.39, Honolulu County, Hawaii",ACSSF,hi,140,0,565,15,3,8939,14000US15003008939,Census Tract 89.39,,1719,50,1212,457,2.91,70.51,26.59
15003008940,"Census Tract 89.40, Honolulu County, Hawaii",ACSSF,hi,140,0,566,15,3,8940,14000US15003008940,Census Tract 89.40,,2251,152,1399,700,6.75,62.15,31.1
15003008941,"Census Tract 89.41, Honolulu County, Hawaii",ACSSF,hi,140,0,567,15,3,8941,14000US15003008941,Census Tract 89.41,,1408,142,803,463,10.09,57.03,32.88
15003008942,"Census Tract 89.42, Honolulu County, Hawaii",ACSSF,hi,140,0,568,15,3,8942,14000US15003008942,Census Tract 89.42,,1397,62,967,368,4.44,69.22,26.34
15003008943,"Census Tract 89.43, Honolulu County, Hawaii",ACSSF,hi,140,0,569,15,3,8943,14000US15003008943,Census Tract 89.43,,769,10,250,509,1.3,32.51,66.19
15003008944,"Census Tract 89.44, Honolulu County, Hawaii",ACSSF,hi,140,0,570,15,3,8944,14000US15003008944,Census Tract 89.44,,2449,38,1062,1349,1.55,43.36,55.08
15003008945,"Census Tract 89.45, Honolulu County, Hawaii",ACSSF,hi,140,0,571,15,3,8945,14000US15003008945,Census Tract 89.45,,954,34,635,285,3.56,66.56,29.87
15003008946,"Census Tract 89.46, Honolulu County, Hawaii",ACSSF,hi,140,0,572,15,3,8946,14000US15003008946,Census Tract 89.46,,2217,82,1300,835,3.7,58.64,37.66
